2.2    -39.26960170073392    -39.3594129923848
2.3000000000000003    -39.371247922611616    -39.469819522498064
2.4000000000000004    -39.44787028665958    -39.5464174715376
2.5    -39.50558659711345    -39.604310330010975
2.6    -39.54906035958174    -39.64773465595018
2.7    -39.58184563864033    -39.68041576513261
2.8000000000000003    -39.60664607418887    -39.705079917037146
2.9000000000000004    -39.625513267251144    -39.72379055664548
3.0    -39.63999703487485    -39.738103563570704
3.1    -39.65125890983842    -39.74918357364372
3.2    -39.660159377667554    -39.75789377024593
3.3000000000000003    -39.667326880465254    -39.76486646136141
3.4000000000000004    -39.67321346958518    -39.77055813832363
3.5    -39.67813958002774    -39.775294057756184
3.6000000000000005    -39.682329346814655    -39.77930259312735
3.7    -39.685937778638795    -39.782742243263435
3.8000000000000003    -39.68907123103635    -39.785721787942855
3.9000000000000004    -39.69180258898484    -39.788315402677604
4.0    -39.69418236135038    -39.79057390212827
4.1000000000000005    -39.696246633740564    -39.792532855500156
4.2    -39.698022610584445    -39.79421832655304
4.300000000000001    -39.69953232598971    -39.795650828225504
4.4    -39.70079499615614    -39.79684788285308
4.5    -39.70182840125704    -39.797825566289774
4.6000000000000005    -39.70264960783121    -39.79859934812809
4.7    -39.70327527073551    -39.799184464773525
4.800000000000001    -39.70372168888426    -39.79959599977763
4.9    -39.7040047344973    -39.79984882738712
5.0    -39.704139732409764    -39.79995745911129
5.1000000000000005    -39.70414133527279    -39.799935895653405
5.2    -39.70402341806738    -39.7997974966546
5.300000000000001    -39.703799002116796    -39.79955487547887
5.4    -39.70348021016456    -39.7992198295836
5.5    -39.703078249714004    -39.79880330222609
5.6000000000000005    -39.70260341979176    -39.798315377086794
5.7    -39.70206513578419    -39.7977652901863
5.800000000000001    -39.70147196727599    -39.79716145963403
5.9    -39.700831684515684    -39.796511528887855
6.0    -39.700151309948446    -39.795822404835974
6.1000000000000005    -39.69943717206196    -39.795100316911586
6.2    -39.69869495950471    -39.794350864026
6.300000000000001    -39.69792977403374    -39.79357906624645
6.4    -39.697146181318374    -39.792789418032505
6.5    -39.6963482589903    -39.791985930272794
6.6000000000000005    -39.695539641594934    -39.79117217333377
6.7    -39.69472356229596    -39.79035132875702
6.800000000000001    -39.69390289131274    -39.78952621622725
6.9    -39.69308017116597    -39.78869933222345
7.000000000000001    -39.69225764886396    -39.78787288532564
7.1000000000000005    -39.69143730519819    -39.78704881619073
7.2    -39.690620881340166    -39.78622884010289
7.300000000000001    -39.68980990293596    -39.78541445469047
7.4    -39.68900570190011    -39.78460696889388
7.500000000000001    -39.68820943610431    -39.783807521280266
7.6000000000000005    -39.687422107147995    -39.78301709760505
7.7    -39.68664457638794    -39.78223654620069
7.800000000000001    -39.685877579389896    -39.78146659285361
7.9    -39.685121738954855    -39.78070784796998
8.0    -39.6843775768608    -39.779960833795776
8.100000000000001    -39.6836455244418    -39.77922596952862
8.2    -39.68292593212138    -39.77850360595523
8.3    -39.68221907801368    -39.77779401676114
8.4    -39.68152517565586    -39.777097412870106
8.5    -39.68084438099796    -39.77641394810189
8.600000000000001    -39.68017679869446    -39.77574372541528
8.7    -39.679522487777774    -39.775086802418954
8.8    -39.67888146677538    -39.77444319639804
8.9    -39.67825371832398    -39.773812888908424
9.0    -39.677639193331565    -39.77319582986411
9.100000000000001    -39.67703781473308    -39.772591941315824
9.2    -39.676449480878006    -39.77200112079207
9.3    -39.67587406858929    -39.77142324438893
9.4    -39.67531143592306    -39.7708581694955
9.5    -39.67476142466152    -39.77030573733088
9.600000000000001    -39.67422386256325    -39.769765775158874
9.7    -39.67369856539555    -39.76923809887579
9.8    -39.67318533877074    -39.7687225111717
9.9    -39.67268397980396    -39.76821881243282
10.0    -39.67219427861119    -39.7677267913963
10.100000000000001    -39.67171601966169    -39.76724623238916
10.2    -39.671248982999224    -39.76677691545163
10.3    -39.670792945344175    -39.766318617398106
10.400000000000002    -39.67034768108734    -39.765871112786755
10.5    -39.66991296318468    -39.76543417478117
10.600000000000001    -39.66948856396353    -39.76500757597027
10.7    -39.6690742558446    -39.76459108906699
10.8    -39.66866981199016    -39.76418448755453
10.900000000000002    -39.66827500688107    -39.763787546242625
11.0    -39.66788961683038    -39.763400041787726
11.100000000000001    -39.66751342043633    -39.76302175312634
11.2    -39.66714619897958    -39.76265246190197
11.3    -39.66678773676823    -39.762291952694774
11.400000000000002    -39.666437821432496    -39.76194001343808
11.5    -39.66609624417433    -39.76159643562218
11.600000000000001    -39.665762799971134    -39.7612610134556
11.7    -39.66543728773988    -39.76093354892433
11.8    -39.66511951046031    -39.760613837465044
11.900000000000002    -39.66480927526194    -39.76030170257074
12.0    -39.66450639347548    -39.759996935988895
12.100000000000001    -39.66421068065363    -39.75969937127476
12.2    -39.66392195655963    -39.759408811766335
12.3    -39.66364004513117    -39.759125096187375
12.400000000000002    -39.6633647744179    -39.7588480393147
12.5    -39.66309597649948    -39.75857748667424
12.600000000000001    -39.66283348738407    -39.758313260704625
12.7    -39.6625771468933    -39.75805521388509
12.8    -39.66232679853437    -39.7578031774887
12.900000000000002    -39.66208228936558    -39.75755700975378
13.0    -39.66184346985586    -39.757316550421145
13.100000000000001    -39.6616101937437    -39.7570816629502
13.2    -39.66138231789708    -39.75685219466155
13.3    -39.66115970217783    -39.75662801098583
13.400000000000002    -39.66094220930928    -39.75640897141363
13.5    -39.66072970477152    -39.75619494877999
13.600000000000001    -39.66052205666935    -39.755985800891125
13.7    -39.66031913565159    -39.75578140586258
13.8    -39.660120814822314    -39.75558162874168
13.900000000000002    -39.65992696967034    -39.75538634777791
14.0    -39.65973747801306    -39.75519544588262
